customer_id,most_popular_category,relationship_days,total_spend,beverage_categories,segment
DDK3A4DDF53V2RGMJGV76M5FFW,seasonal/tasting/event,173,180,7,explorer
KDBQH22D0X21F4HVRRP31K44HR,wine,775,372,8,loyal core
PBB66YSQAX6XMVT52YPB2W2N4M,sour,639,60.5,8,cheapo
M57K286R056RJZ8SNJ5WR36WGM,porters/stouts,665,58,7,cheapo
15F6X25SJ15YWVKE06FZ156660,zambers/pales,574,74,8,cheapo
NKK93F7WD120TRFF1ZFR21MVPG,sour,576,89,5,cheapo
1C3GVVCM094ZKDF9RFRDBBBZZW,wine,366,129.5,10,loyal core
6CA5YXGGQX38H535EFP1QT0JZC,sour,232,74,5,newbie
FC59XV4BXS6NWP1QT87WYSHME0,lagers/pils/wheat,203,68.5,4,newbie
NK09CNR6R92PGWWQ6Q6H82A5KG,porters/stouts,101,70,3,newbie
4SXETC6CTS0XYGJGFDM02FZFJ4,sour,163,123,7,explorer
JDXS994CC901S9XZDX7SG74V60,wine,617,142,7,loyal core
2M8NR4F5DS1AKBP8XHXFHVA4KC,sour,140,154,8,explorer
TRJ9S7WY9H092SD0CPNZ5PGX1G,wine,716,158,5,loyal core
YVZ67BWRSH48HCTYNFV0NXC3H0,lagers/pils/wheat,238,77,3,newbie
Q1JC4P7WB10W8KEJNW2AWB40DC,saison,155,106.5,6,explorer
0XNKCW3E7H08N3HJ0YCGPTBCGC,sour,705,135,7,loyal core
35NNW0Q4B91E7EX0JRJF4BZ6B4,sour,182,54.5,4,newbie
0TP4JYWPVH5JCM0WYGV5ZWVD1C,sour,175,83,4,newbie
Q198N56K6H6M75XGV5AGW4DJHW,porter/stout,392,39,3,cheapo
GEG2AR7K4X1BCGVJNQVFX1PJQM,seasonal/tasting/event,321,25.5,4,newbie
8236SB934H6S11QSN4DC3QY6XR,porter/stout,107,53,4,newbie
7CGGH1NMCD6DTXRV4QMPG5A14R,ipa,129,22,2,newbie
20H91VE0XX4QJV4DQV4EZ3KYMW,soda,115,65.5,5,newbie
9CH9ZTY50H3B2P6KG9N0Y6THZC,wine,806,211.5,6,loyal core
WEYJA66FWD4N8QE43V3CZ37H7W,seasonal,259,169,7,explorer
1W8VB3P3HS20NF7FXD5MDDTCQ8,porter/stout,357,53.5,2,cheapo
6YRST5TB7N16EWB0P7A24M0BDC,sour,490,78.25,7,cheapo
FWV7S40FYH562T9WVKJ1VJZ83G,seasonal/tasting/event,195,30,5,newbie
XFAHFMJRVD65VBJ7MDH09CJQ6C,wine,320,101.75,5,explorer
6ATW0RWGJS4M5DJ8VHVRY68RV4,ipa,182,56,1,newbie
SDCYKZ7KB51AX0ZWZQPPWX60W8,sour,997,95.5,6,cheapo
8931Y643YN0GTZ5G9972FMKQ98,seasonal/tasting/event,561,99,7,cheapo
0SVAH8MRBX4JAH0G6S1S4XJ9NW,soda,102,115.5,5,explorer
R82EQVXJ7H2TJZS6MFKC2N960R,wine,816,57,6,cheapo
AQ5H2EKW890J0NTZKR48FMBMF8,sour,844,705.5,12,loyal core
CQYS8ZG3EX3EF1SB9JCP8DBVY8,snacks,486,141,5,loyal core
XJ5PH5A00X5MF2T92NAE63XXB8,ipa,136,37,1,newbie
130CPY4CR97DN47D45H8X8Y8PC,wine,136,41.5,1,newbie
76CBM6TABH0QX57YX3VH7HRAH4,seasonal,133,46,2,newbie
A1QW8AWWP91F4VXT57Z5K2ACF8,porters/stouts,397,28,3,cheapo
W43NKWWBA92XK7A5NAQB46CKS8,soda,273,162,9,explorer
KNTFM8D4DH0WF6J9JWN64A9FG8,lagers/pils/wheat,203,98.5,4,newbie
JK8Y4MY6AS1JVE9DSBJDJJ4EMG,seasonal,155,54,3,newbie
H2KP18F8KH0JD7Z4MYQDJ4PH5M,porter/stout,122,74.25,2,newbie
G04AW4WN5X35Z7K3Z2TRRQX680,sour,812,357,10,loyal core
Q402S0S6AN3PETX2Y9SMCB0PNW,porters/stouts,304,51.5,3,newbie
D8RQEHT1JX6J72CY48W41DBG0W,porters/stouts,726,60,6,cheapo
80BZ8BMYSX0EMN6W01EN0X9XN8,wheat beers!,196,125.75,9,explorer
KATS97N7F51R1AVJBD7SDTYPJW,seasonal/tasting/event,853,125.5,6,loyal core
91KMYBMVTH3ND5Y1GKKNQH3GKW,wine,486,420,12,loyal core
N8QYZF69496AX60BX8ZK170ZDC,porter/stout,492,235,5,loyal core
7ZF4JQ7HXX58F009HNF33F67D4,sour,611,82.5,4,cheapo
T8VJT4HFPD3D6XPM2K169FYZ00,lagers/pils/wheat,123,10,1,newbie
GMBKRPEXS17WAW4CKP8H02DVYR,tasting/event,570,177,9,loyal core
AJ5TF7D9654FATBFB0JC03CYQW,sour,416,318.5,8,loyal core
JXRM4Q0GV12EH9R1FWR5EM6AV0,wine,390,100.5,4,cheapo
DW072S6SD50CK22AR0ZACPN4RC,seasonal/tasting/event,736,639,4,loyal core
YBJZ137SED47WTVHHEZQDAQNKC,ipa,482,51.5,4,cheapo
SWSSSZ03MD69K31NWPF6HVWJ74,sour,173,58,4,newbie
YJJKXV7HJS5WMW10B5839KWN54,sour,891,159.5,12,loyal core
ST3JMQ0MHX4XXCDR7W50GNQSA8,wine,116,624,14,explorer
RQJ6BXTXN52EMQJS94E1P8XRB4,porters/stouts,195,56,2,newbie
VK5ZZKF40N3MF046TM53WSANQR,wine,181,188,3,explorer
HRZK723VT12T6W339X2G49M30R,wine,803,177.5,9,loyal core
PZYS3CGC9S5QEX0HD0DAY452N8,sour,303,21,3,newbie
4S86V1BF3512MT5RBPS5ETHP9C,seasonal/tasting/event,215,186.5,4,explorer
MWZ96RKB1D4BJW73VHDHXHK5CW,seasonal/event,278,16,3,newbie
XE0MNFS7FX3XJP4HF63C5F5A8G,soda,431,42,4,cheapo
RP61AC69P92SPG9KBSZHY162VM,tastings,162,88,6,newbie
GGB3S4S9BD7K6YZR03R03GBVBM,sour,325,60.5,5,newbie
WK3R98PA5X4VTYJ5PMJJ4Z537M,wine,146,28.5,3,newbie
HS231GD4192E6M8XXKSWS1RSBW,ipa,452,23,2,cheapo
GM0CRFX9A950BA5RCPNX2HM85R,wine,389,441,7,loyal core
4QN2WAVFMN42X0JZAB69N9A1X4,sour,896,87,4,cheapo
NV0KY0G3M95C3327YHFRNF7DCR,soda,409,74.5,4,cheapo
DBX5NNDRMN2Q94MA9F4J5T9HVW,wine,701,67.5,3,cheapo
8WEQG1CKG10XGSDDN8JECV7E10,wine,848,90.5,4,cheapo
VRBJ5HVYG16GFFVEERRKDRKJ2R,growlers,138,46,2,newbie
MMNB2DD0V91HQ2HVP3SENN88BM,wine,190,57.5,5,newbie
N9P65YTWVX6KGG7451Z2A74GV4,sour,186,31.5,3,newbie
N9DPH2BJSD3SWT7Z67JZCASNR8,sour,189,59,4,newbie
RX2DV8K05N1AEZCXZZR9ZMC158,soda,620,13,3,cheapo
B14BKP4FR14MJYKNDSHF19P4A0,soda,106,28,4,newbie
RE57WAMEFN288QGSHNDDT5G6NM,sour,353,52,5,cheapo
D1RF1RF7TS56AG5VJJJFZE37FR,soda,165,36.5,3,newbie
P3T9WBE5P96VNDA0KHMKFHNXFM,seasonal/event,159,58,5,newbie
8917Y0HCGS25MNGZYAMW089JR4,wine,519,56,3,cheapo
SPRP8R9P5N76N9V733D4C6NN2M,wine,239,79,3,newbie
5AYR74772177Q7VNFAQXGW4ADR,wine,125,143.5,4,explorer
39MZX07PHS6QQ6X7QEYJ2KXZ0C,sour,826,153.5,10,loyal core
5W5HTW5JAX58RJ6913H1SHHFNG,porters/stouts,107,71,9,newbie
4JJB80Y5AN6TCS9XJN9NNKHQ6G,seasonal,173,71.5,6,newbie
SPBRD4NG4N6XWKBPJ4CZ9GMSFG,sour,774,62,6,cheapo
V2MHR71X6X6QS6FQM4A28ZGZB8,snacks,700,72.5,6,cheapo
K1094ZJVWN7YRZGGNPXPC2DVGW,sour,190,55.5,3,newbie
F23YQGWM4N0QRWN91525K31DBG,wheat beers!,143,83.75,4,newbie
3D77TKVJKN252XWHHNZTE1QB5R,zwine,243,157.5,7,explorer
0YC9SS3MRH48GHYHC14CGZKBWM,seasonal/tasting/event,196,118.5,7,explorer
0PMRQTQMZ113WHADAYP86FYZ54,sour,566,142.75,3,loyal core
4M18VRWAW973JY1KBV2T188AW0,sour,122,50.5,6,newbie
ZN4G613S0H2ZB5RZ12W2TEPNDC,wine,259,193,4,explorer
EHC1D2WSQH2GYX2JX81EP2GZNC,sour,622,59.5,4,cheapo
9VSWVNVWQX564Q61K9N7CN00MW,lagers/pils/wheat,209,47.5,4,newbie
DQS8969TAD3E6S6JJPQN9DTKKR,seasonal/tasting/event,504,37.5,5,cheapo
NNRP5SAS450HQF5DTSNMG8W1MC,sour,417,28,3,cheapo
B4E2QF68N9232YRSC8BMXDJ4MW,sour,732,796.5,14,loyal core
9V27XPVHCX4VRJNJAEKJEH3DFW,wine,378,271.5,12,loyal core
BK7NG2P83D06N0MWB0KPH3BWH4,wine,553,142,3,loyal core
Y59MTT47RD3AX2C2VCZW58ZZ0G,lagers/pils/wheat,372,147.25,2,loyal core
G5DSM4MNKS096SATF6CYXXCNB8,sour,340,96,6,newbie
AJH16ZDRN97YTXHJ6WKY62PEDG,sour,416,31,5,cheapo
V68TQH02D13QRGDNW19WWEMPHM,sour,124,34.5,5,newbie
A13EQ67NC96XWSH030S4MA97H8,sour,418,57.5,4,cheapo
WFzaQ2Ax45rsVllK,sour,886,724.75,17,loyal core
CQJM0DW7955FAZR0250T63HNMC,sour,186,122,5,explorer
FC43XG6XYD2F4K3S7T0X0JM6BR,sour,397,90,4,cheapo
Q19RWQ6S5D3AS5H16G0J4J2J0M,lagers/pils/wheat,375,31.5,2,cheapo
WAE227TVPS1S5FTG0CSFB2ESGW,sour,182,723.75,11,explorer
KJN2796KN508CRGVJENGHV72EC,sour,789,39,5,cheapo
PTNXXQNC054SMVM7YM2ZT246Q0,snacks,840,30,5,cheapo
6JSV9VM7Q51FPM5PDH10J1C6XR,porters/stouts,506,46.5,5,cheapo
GPCHYJYET51AYKPQY0KV6W8XDG,seasonal/event,350,61,5,cheapo
MSRAX1BQAH60B5WKMQRCVVB33C,wine,562,273.25,8,loyal core
28TK4T8C6516BAHS28FCSR5RHC,seasonal/event,277,60,4,newbie
66SCNZ0R4X6J6P447P0DXZGDJR,wheat beers!,811,27.5,4,cheapo
K6X74WRJ1S08CYRMPPZANKXZW4,lagers/pils/wheat,702,24.5,2,cheapo
4WR4V31GVH1JBEECJ9EJ7F8V28,sour,715,110,5,loyal core
MSDWDX5FZS049DFXC6KZY40B1C,sour,846,423,9,loyal core
P9Y0YWJDKH4BQ1FW9WCW8JPRV4,sour,118,64.5,2,newbie
XC8BWG3HF1299FV2168K553JVC,wine,490,116,5,loyal core
FXPBEZJ5755B2MZJ8S8NWYKWBR,sour,458,45.5,2,cheapo
SA07B6WRR16YV6TY7AVWFT9Z70,zwine,932,112.25,6,loyal core
ASM5A6MKS92BV0712AHG5C8NMM,wine,187,48.25,5,newbie
80YWQ1QHW50YGSR7EMQ85NF6S4,ipa,433,26,3,cheapo
GFWYEHSSXH3EJZVCFPY327C0A8,seasonal/tasting/event,154,60.5,4,newbie
TSANM7Z1A95ZB6D7GZPQ3HJV80,seasonal,271,150,6,explorer
54X73WQ8BN6EB14Y62ZXVAZ6FM,sour,181,42,4,newbie
TNCP9NQFV15SJXDE90YE2B3S2C,sour,200,66,5,newbie
9M4QSTXN597VSCE73WAMN3AH8G,zlagers/pils/wheat,256,155.5,8,explorer
ZAH6RHK01131NAYEHDKQ4CCK1W,snacks,255,88,7,newbie
AVJKF5W9GN3JAGKJRM58H07PH0,sour,248,40.5,5,newbie
GYZ79M7J8S35BDS7QPMFCH4DGR,sour,118,16,2,newbie
WH8JV5X4D96WZ8N53FGWMPT3QW,seasonal/tasting/event,938,317.5,5,loyal core
W8PTFXJGQH0BGN4YJ2EZ2FNBRG,wine,467,107.75,4,loyal core
CFA79Q9Q2S2KYTT9DZMDBDEP0R,wine,566,458,14,loyal core
5XE91NPBGX3WJT2VPMJ9MMF4VG,wine,997,173.5,6,loyal core
MPQY92VXV95P58KTW16V047G94,wine,952,133,2,loyal core
JAY3466SYS59K3N94YYMX6JCQC,wine,659,554,9,loyal core
YDNNVEFBJ1219D4WFMGVQBEV34,sour,364,102.5,6,loyal core
1WZXZA6SPN0W8ZTG5Y1N5DDKRM,snacks,796,160,7,loyal core
EXSDCBD9WS71H270E3GR83GXXW,ipa,272,31,2,newbie
TH6T10BJYD3PRTZN05W6WJSGVW,seasonal/tasting/event,189,120.5,8,explorer
XY7DVDD4B95REQEQB1QG2QEW54,seasonal/event,230,58.5,8,newbie
JHVB9NVP552XAT66H5E6N0G7N0,wine,342,51.5,4,newbie
WN5CSTF5KN0VSBB0V4XJ7D11H0,wine,225,328.25,3,explorer
B51YQHJBH57C2SCVZSFF887Y7G,sour,650,113,11,loyal core
lnotVsEefN95Rluw,wine,112,53.5,3,newbie
MZZ3DZKP3X2CTK0CCA6CAQBEX8,lagers/pils/wheat,106,13.5,1,newbie
ZM136PR5QS5S2XJB11W5Q8DW5M,seasonal/event,114,44.5,3,newbie
CCJQRR523H3Z8SX9G9XA58MPK8,sour,335,22.5,3,newbie
ABWPZNDR357FYMNBTR2DRYN0H4,kombucha,892,33,2,cheapo
SDWGTTAWKS296YBZMSXA8PX5Z8,porters/stouts,101,34,3,newbie
9DJY4KGH0N3MTJP57KRSSCH8MC,seasonal/tasting/event,607,66,5,cheapo
24CTHN0CES7CWVFMKE6RZK5K08,sour,256,176,8,explorer
7XK77Y99XD5ANF7XYQNN0NNWK8,seasonal/tasting/event,284,40.5,5,newbie
GPF5J2BDYS29F90PXEWDZPMQM4,seasonal,305,142.5,4,explorer
JWBX0K9CMH76XE9S5GV4SF4MZC,white wine,542,770,12,loyal core
WT7CR5050D48V8JEF1YXX3606M,wine,524,367.5,6,loyal core
WN8V1EWYD92YPPDC0F3T1E03Y4,porter/stout,655,65.5,5,cheapo
9YTPWQA5DX0RCNZ85KAFHZ8YVC,lagers/pils/wheat,460,38,2,cheapo
QG0MMB3V0N2PHE7DHN62DVV59G,sour,376,245.5,9,loyal core
GFD68Y5X05332RKT14C868KMKR,sour,704,498,14,loyal core
9HWNXEJ13S3SRZT830HCNGG62W,sour,379,58,4,cheapo
C15GB9XKP57Z2JTPGAT3EPZK1G,zambers/pales,260,162.5,9,explorer
HAHMWDMEJ170PJ05T56JS891NW,sour,335,25.5,3,newbie
TQ755368BX2GX6TJ1A7ECCYAZM,tastings,600,112.5,6,loyal core
DQZ6GRRTPN7HH3GSG2TSAYR5ZG,snacks,519,149,4,loyal core
VH4VPRSH0S43F7QHGEFKZ4NB4W,seasonal,657,128,4,loyal core
PZ2MF3H7MN4X6XK8F8E51P8XR0,porters/stouts,373,37.5,3,cheapo
83EE59MTS51KVEX8D171PPY58G,wine,124,75.75,5,newbie
MCN93QECFH4SJS6EDEG940V0W0,sour,442,194,8,loyal core
76FVM7RW0D5CD8P8KWE6X6Z0QG,lagers/pils/wheat,201,52,1,newbie
9TRWTV1K692AMV3YYCHR1WMJ1M,sour,187,54.75,4,newbie
HZ67PCYPDD5HD89T24S7QCFM4C,wine,464,398.5,10,loyal core
V72MGWT3X12H4XVJWRM18DNZ4R,sour,447,94,4,cheapo
RBKQ6BWQT97ETNKF03YQRGGV0G,seasonal/tasting/event,287,65,6,newbie
VRJYNB74XS0G4G07J4VGG841MG,wine,329,79,5,newbie
N4EV50EGBX7C8SEVT365E8BQ1C,wine,519,192,11,loyal core
9SKKGW8TK909CVKDZD7VWZZTMG,ipa,769,28.5,3,cheapo
AY70XNRXM56NH6XDWVHZ09V1D0,wine,746,670,14,loyal core
Z8KV3SFRVS67956AFD0E4B4MFM,seasonal/tasting/event,585,85,6,cheapo
1B1PVJCP8H754XNAJDQW3M4QBR,seasonal/tasting/event,328,36.5,3,newbie
RDFFDTJRSN43AWGPKH3SCANC14,sour,344,185.5,10,explorer
3YDRYR33PN5QPWX7HJVDN6971R,seasonal/event,481,77.5,5,cheapo
FYKSW1640D05NAY740FF3VX7SM,lagers/pils/wheat,265,23.5,2,newbie
RQ63X4PPFN00N1VN8KW28BR2CR,wine,128,188.5,5,explorer
DY0D76EZTS7V17SMCVKW5EVWAC,snacks,489,118.5,5,loyal core
E2DB2ZYWRX162VCHZDS866CC3G,zsour,346,79,5,newbie
2GSJMX1YS576JPZ80CKW6QPP3G,porters/stouts,522,157,6,loyal core
20P8D1201N288MV2M6QF6V8BW0,seasonal/event,198,133.25,4,explorer
Z121NSF5B17D2SXZSH78HY5EFC,sour,540,134.5,8,loyal core
QZYZP2SZB12KAZP9NWB9P8E47G,ipa,693,18,2,cheapo
DDT14XR3P91G0ZKE45Z6WAHZG0,seasonal,413,193,8,loyal core
B22B2JG9VH087EN11XN72VCAZC,lagers/pils/wheat,638,48.75,2,cheapo
7BGJ6F72DS64KBPASWXM1FRHTW,wine,203,96.5,4,newbie
P0R4KBT9ND262QQCB10SVF1JD8,seasonal/event,398,111.5,7,loyal core
DBJY8DV7BX6PBCPQKYKY4N2WBG,wine,495,207,9,loyal core
YP9081YJ792NK73C5MC4VJ1EXW,soda,599,246.5,9,loyal core
T162FMWR450A0N34P05FQ6BQM0,sour,288,35.5,5,newbie
61Q1G9T7795W0PX4CXX6RGYMYC,sour,300,125.5,6,explorer
GMZJTGMRJD1S8JM9TSK9AB1DXM,sour,780,93,6,cheapo
QCWBCW13E126CTFKFXPV8YBRT4,sours,380,500.5,10,loyal core
MJRJEQJ8GN4M8R3WHE7KBRJKZW,porters/stouts,549,22.5,3,cheapo
Y6WKF2HER11Q0XHT6V51Z6687R,lagers/pils/wheat,444,115,4,loyal core
QJ0BN2SE0D1HD6VMFZ5CBNPXVM,wine,946,209,7,loyal core
90A3HJ0GZN72TPP9VRXNYZEM7W,wine,134,46,2,newbie
E3CRAYXB7X7J1122M84CJWS29W,lagers/pils/wheat,535,61.5,3,cheapo
V3YW1MWNNX1G3BGTX6ARKB5H54,growlers,380,200,1,loyal core
NMTH549YK176WN4N6BJW1SFCPW,sour,781,87.5,3,cheapo
EmNeYRjgIuBg__C_,soda,630,430,9,loyal core
X2JW8YGH3N2BH45X6WDECB4NRG,sour,236,93,9,newbie
438K7H37ZH4M6MM4YVXXS3B4NR,porters/stouts,125,23,3,newbie
R1GK2KPR5X67X58VQ1XMFJKGVR,wine,361,154.75,6,loyal core
PPEUcx9nEUiwZqep,wine,662,41.5,6,cheapo
H7ZQF99EV50BRW7WZH1W48SC2R,sour,125,135,7,explorer
A6PW44KHWS7FPQR8EE360SMMG0,lagers/pils/wheat,173,25,2,newbie
8P5EAPXNM524X1H6GTPX4GC9RG,wine,649,738,8,loyal core
QMZQ26NNF9174HNABS7H0FNEB4,wine tastings,573,172.25,11,loyal core
MJ698HXMHH55X4MAPSC4TJJCAG,wine,117,453.5,11,explorer
50PJA97AXX77RHVD03P05YH7J4,wine,568,175,8,loyal core
KSC1QY8K4D5QWGJPQHHGV3X61C,z double ipa,126,197.25,11,explorer
GHBZ9CHMV92GVBX2VM4J0ZJD9W,sour,918,30.5,4,cheapo
RBWV3HK0EX4KF7PRKR481GRZ2G,soda,925,87,10,cheapo
SV32683D7D6SVFR6D7P0J0W7YW,sour,111,35,3,newbie
E6J61NMQX93D7FTZQ81X5YRT1R,sour,351,717.5,11,loyal core
QXXH71RXT973GT6K8JDNDVMRMW,sour,215,19,3,newbie
9AZ6Z0Q16131D8429DS86QDFV8,seasonal/tasting/event,538,70.5,6,cheapo
0EF84FR6Z10ZBBXRH1QRT8MGMG,wine,379,47,5,cheapo
5K0XX2JWB15CYKEQ84E8DCWE2G,snacks,515,69,7,cheapo
WS49G3G87H7H2PR7R2SD9TDG7C,seasonal/tasting/event,623,46.5,4,cheapo
6ZNHD1BN0958PPBXGW86ZBETYC,wine,147,102,6,explorer
6PM51ABM9X3ZGJAGT2C239PCR0,wheat beers!,696,80.5,9,cheapo
MBEKCQ6S9955CN7QYJW002VGF8,sour,310,34.5,2,newbie
6GZVJAYJK57NQ1C4EEZBJM7NKG,wine,208,89.5,3,newbie
9RGMPSTJ8S0Z34M8AE5V2K4EWG,seasonal/event,837,93,3,cheapo
RKCEMY4JTD2P7DNGJFZNKJK0B8,seasonal,201,58.5,5,newbie
26S3EDY98S1JF58X8WKE1NTKFW,sour,432,217.5,8,loyal core
BX46MQ3D0H395CMF1AR5T86M1R,wine,117,124,5,explorer
5RJ1V05BJH3WPKS4VQJBPMCANW,wine,888,109,7,loyal core
CAZ9G57S1H3KAWW471JVDA9XV4,soda,684,94.75,5,cheapo
1MXV82SQRD0R357YPEKMMDWK8W,wine,468,123.25,6,loyal core
JR0Z5H91P5551DC6THWDTVRNDW,amber/pale,135,14.5,1,newbie
WX8FZNCXHX74CTY66N9ZVDP4P0,kombucha,170,103.75,4,explorer
1S8M84CH2551ZFCPGXBT1ZR8RC,wine,173,382,8,explorer
2WR8WXY1XD5C7129FGW235BF7W,sour,727,106,4,loyal core
NHP57FZGY95QBCFZ38THE8WQT0,ipa,182,58,2,newbie
0ZJDEHZ0FH14TVP2EGYQ4AX1CC,sour,959,58,4,cheapo
9SQ9J9PX0D54AH84ZJZA2V08T0,z double ipa,178,49,4,newbie
1B2BVRAQYN3PZ0Y3DTE6N1WB4R,wine,371,389.25,11,loyal core
1V5CG4YS557GAT7FSGAGWAC1HW,porters/stouts,629,14,3,cheapo
W4G46P940X4SX2DJXZ7ETWZK4C,sour,119,93.5,4,newbie
ATEGSG2EVD7CGN1ECSJ25WC39G,sour,840,824.5,8,loyal core
ESBZKGG8S12BCH81GEB6QPESX8,seasonal,954,246.5,8,loyal core
5T3SE5GWXX563DAVWM04NVB4EW,ipa,168,61,1,newbie
1DXTYVGK212GD5B959BYTKY0YM,sour,380,144.5,10,loyal core
MS6ZWZRRJ16EKDQE08PCQM0EZ8,wine,725,101.25,9,loyal core
FA9SKK0MH147TNMAGNEZCZ9ADW,seasonal/tasting/event,149,96,3,newbie
F4SS9KSVV96WRWVHKN4AK4BRTG,seasonal/event,304,174.5,4,explorer
KZYM6Z32597BVEB1JGQXBEMTN0,seltzer,250,25,3,newbie
E5QQ3X99HH4B7FZ2BRRS2RMQJG,sour,178,84.5,3,newbie
82VF4HT5KS1BK2EP1GEWNT21HM,sour,832,528.5,14,loyal core
RYBHKXEVRD4MCTQH6FF76J2NCR,porter/stout,152,44,3,newbie
V866VTTNM570GQS5YJ8VNVXBYG,seasonal,365,32,3,cheapo
N615N9GBJH6WYSKGFAMJW24M3R,lagers/pils/wheat,682,62.5,4,cheapo
49MXES0TBX4B13JTV5RYGSGCEW,sour,655,165.25,10,loyal core
RJXFK4N8995WKFE599P6AN39EC,wine,294,99.5,5,newbie
AQM358YTHS3RYKGEFFEDX770D4,zsour,125,570.5,13,explorer
Y2Z9N6EKM91GZ7QQVBA9YZ7248,wine,643,177,6,loyal core
7KZWSEC13526Q7ZM29YRCQ7PDG,sour,301,122.5,8,explorer
P79JPR443H7VMZQMZW2TKSVZ5W,kombucha,286,79.5,2,newbie
8NWWK6Q5EN15GKABZBAZTJYDGR,seasonal/event,566,98,5,cheapo
038X7YD8GH7Z4YJ34RYG487ZN8,seasonal,476,56.5,4,cheapo
0Q6N5BYT4X72MQMZ35YZP7P6HW,zlagers/pils/wheat,664,101.75,7,loyal core
152N0GYJ2X5QQ2YTB3C8Q8PM7R,wine,306,110,7,explorer
WFN0N0E7WX36D09WGHGQXJCQG4,sour,244,25,3,newbie
4VBTAWZ0CN534YG5EZNB3G31V0,seasonal/tasting/event,805,39,5,cheapo
AKFSX4CPE966KDYZPK3FF1KA1C,lagers/pils/wheat,403,100,4,cheapo
B9X0YGVZND7BXC21HY8EB0B8Q8,lagers/pils/wheat,289,158.5,3,explorer
502KWQ50DN0QS53748PCGFTAWM,snacks,163,44,6,newbie
G1R3TBA45H5694CGV93WKKAZ5W,wine,252,87,5,newbie
RHQHNN94YX2ZGNXJ5MKXSRD830,wine,270,365.5,14,explorer
H3EK5XCPDS3FRZ21T824VRN2VC,wine,926,535.5,6,loyal core
KNGZCP2XEX5XRTGGPD7CZARCDG,ipa,154,13.5,1,newbie
BJ7J68W0SN094PGD4ZQZ172110,wine,177,95,7,newbie
FDWG1PS5X90M55Z3WS3GKPPZPW,sparkling wine,180,216,10,explorer
S30416CPTH3BD9WWTWC459DFV8,seasonal/tasting/event,297,173,9,explorer
K93WTKDR656A7AFB0DSGZ2PBPC,wine,305,105,4,explorer
B_QN2WLes56uWV_W,wine,387,46.5,3,cheapo
FCD3ZVB2SH6K7D2A6NZZ931ACW,sour,111,63,3,newbie
0M3YEEBZ3572GR7XW86Z048C2C,sour,157,82.75,6,newbie
2CRT4G37C15E74N6ZK9KCEENJ4,soda,213,31.5,2,newbie
QXFD51MWG1488XDBQ59VP70PHM,ipa,320,63.5,2,newbie
YW1QBQHKKN52507RKV5H5AQVQM,sour,370,576.25,6,loyal core
T3Q3Y3RGX54JAMHS0QCZTZ6YG0,kombucha,212,59,2,newbie
K8YQ9Q7NHS3G8N141C0N5ZWMH0,wine,669,210.75,12,loyal core
6GZZP052D17KKC157Q9HC3D0GC,wine,458,146.75,8,loyal core
5BZ9M2CF9S1KHC47SHK7KQSFER,sour,751,118.5,5,loyal core
68K0ETZHCD4B944VJYV03EA5MC,sour,240,104.5,6,explorer
DXRH48HEK5183AF2CDDRV3VEG8,sour,608,116,8,loyal core
624MK2JH113RZBRGSGZN92XM8C,seasonal,114,64.5,3,newbie
1P2B0AQ5X97D6NCDYXYZA2EV5W,seasonal/event,918,127,8,loyal core
DBT60DN8714979NYJXFX6FSM3W,snacks,231,124.5,7,explorer
B76R818ZPD469BFFM08Y1AY2ER,wine,246,125.5,4,explorer
7KC59MGCNX4590Z62YYD4KNEHM,porter/stout,211,75,3,newbie
NW7N2DWPWX6WGWPRQRN37VP7G4,seasonal,380,18.5,3,cheapo
PJMJSQWWXS1V2YQFZXNFPGMEK8,tastings,108,79,4,newbie
WDF46G49G56P5EZ19HSSDEHCPR,seasonal,163,13.5,2,newbie
ZCB1H84F5H79AZWC04EP940YBR,ipa,101,14,2,newbie
4JD8Y3YFAS2VGWCG257654RH5R,lagers/pils/wheat,356,33,3,cheapo
7QAMGMWVA14W10Z2VMXHDVFVFC,sour,435,29.5,2,cheapo
PYNYNYR3BS0RMMH429C7X5PTDR,seasonal/tasting/event,436,141,9,loyal core
FJ5XB0KC71092QCTSC3KR5ZNTG,wine,780,91.5,4,cheapo
27RF667GHH1TMX12KPHT8412CC,soda,339,50,2,newbie
QKH9ABP5RX1AAKP4C32R6GAFEC,seasonal/tasting/event,311,72.5,3,newbie
VFHH69SBHD6ZH92XG94FH1TBNG,lagers/pils/wheat,302,59,3,newbie
FW5GS5WQ0S0FGN8FBKZWZHSZPG,ipa,767,66,1,cheapo
DED3X8VS113P8NKSHKX8CAWRXR,sour,284,120,6,explorer
ZQHXXXNJJ57NPRKBP6GQARK1C0,sour,476,248.25,8,loyal core
CTDAV1Y5HS1252H0DDBVAH1SKW,white wine,108,55,4,newbie
PK29M1D2H50QN9YTE9WNP4Y4JW,soda,451,82.5,3,cheapo
GGKPWTFWEH6BH19QZ83FRZ9QMR,wine,190,254.25,7,explorer
DXC4ATE0Y539AS44FT2FAPEG00,seasonal/event,190,25,3,newbie
REPP5ADRZ92GS9NXBXRBWW19TR,seasonal,160,94,5,newbie
ZPM80S3C017MB8HYJB7TB7HGWM,wine,148,208.5,8,explorer
MN47BWS7TX4PF3DN9058E5KV8R,wine,212,347,13,explorer
8PMTS2ASSD2RRJBP34XTWAYZVR,porters/stouts,181,44.5,5,newbie
